customer_id,total_transactions,total_transaction_amount,average_transaction_amount,median_transaction_amount,transaction_amount_std,average_account_balance,average_credit_score,average_transaction_hour,total_emi_amount,debit_ratio,credit_ratio,merchant_category_diversity,channel_diversity,cluster
CUST000052,8,69367.18000000001,8670.897500000001,2251.82,10807.505732133903,50203.70125,651.0,11.25,0.0,0.75,0.25,6,5,0
CUST000053,4,269605.97,67401.4925,63900.67,60060.05504234927,99355.0875,402.0,9.75,4440.84,0.75,0.25,4,4,4
CUST000054,5,118293.97,23658.794,2000.0,43928.15658616441,60678.06999999999,619.6,7.6,8831.44,0.6,0.4,3,3,1
CUST000055,3,447138.64,149046.21333333335,5217.53,252779.87136629023,23429.166666666668,617.0,7.666666666666667,7713.63,0.6666666666666666,0.3333333333333333,3,1,4
CUST000056,10,33216.08,3321.608,845.605,4949.366615689999,77260.466,600.0,6.6,20829.67,0.6,0.4,10,3,0
CUST000057,7,401752.14,57393.16285714286,37901.66,58206.86870153405,83744.73857142858,628.2857142857143,8.428571428571429,17863.72,0.7142857142857143,0.2857142857142857,5,5,0
CUST000058,6,130537.07,21756.178333333333,4108.09,30710.299432182954,109410.23666666665,590.3333333333334,11.5,11187.96,0.8333333333333334,0.16666666666666666,6,2,4
CUST000059,8,856292.01,107036.50125,5346.75,191928.7286299593,106361.9725,593.125,11.125,21399.4,0.625,0.375,7,5,3
CUST000060,13,1094156.66,84165.89692307691,10121.8,245612.0877046649,85444.5530769231,595.7692307692307,7.923076923076923,9250.92,0.5384615384615384,0.46153846153846156,8,5,3
CUST000061,5,348198.17,69639.63399999999,3000.0,151638.43760176285,50162.136,663.2,13.0,12890.29,1.0,0.0,5,4,4
CUST000062,6,170817.91,28469.65166666667,9650.564999999999,44484.64401655178,45533.06,621.5,13.833333333333334,13156.41,0.8333333333333334,0.16666666666666666,3,3,4
CUST000063,9,353626.44999999995,39291.82777777777,2459.62,68573.4426986271,33452.04888888889,567.5555555555555,10.666666666666666,19516.4,0.7777777777777778,0.2222222222222222,8,4,0
CUST000064,9,83860.55,9317.83888888889,2229.45,12684.592169613146,83244.59000000001,689.2222222222222,6.777777777777778,6306.04,0.4444444444444444,0.5555555555555556,6,4,1
CUST000065,4,42283.89000000001,10570.972500000002,1106.83,19205.470720626065,25818.95,458.5,14.25,5973.07,0.75,0.25,4,3,4
CUST000066,5,400315.43,80063.086,2734.98,172561.94002870223,221775.16,518.0,5.6,9929.06,0.6,0.4,5,4,1
CUST000067,12,56495.19,4707.9325,3643.8900000000003,4378.373694728807,30185.471666666665,547.6666666666666,13.5,18093.18,0.6666666666666666,0.3333333333333333,8,6,0
CUST000068,9,21582.14,2398.0155555555557,1275.0,2424.5045534970186,47905.99333333333,641.0,13.444444444444445,42153.079999999994,0.7777777777777778,0.2222222222222222,6,3,0
CUST000069,7,353327.83,50475.404285714285,5485.97,89367.58623718293,79778.89,641.4285714285714,8.571428571428571,27553.95,0.14285714285714285,0.8571428571428571,5,4,1
CUST000070,10,55671.92,5567.192,2207.58,9175.279705894289,109590.85800000001,651.4,10.6,32146.190000000002,0.7,0.3,8,4,0
CUST000071,9,431623.52,47958.16888888889,1000.0,105129.20041848652,63829.91222222222,731.4444444444445,10.666666666666666,16984.59,0.5555555555555556,0.4444444444444444,6,4,0
CUST000072,8,95076.4,11884.55,2934.34,22902.79657809874,178544.79875000002,531.125,8.0,10187.59,0.75,0.25,5,4,4
CUST000073,4,9149.08,2287.27,1500.0,2325.65475594867,54555.06,586.75,10.75,30332.07,1.0,0.0,3,2,4
CUST000074,7,49321.97,7045.995714285715,5000.0,7886.614745691709,122828.65285714286,572.2857142857143,9.714285714285714,28586.44,0.7142857142857143,0.2857142857142857,5,6,0
CUST000075,5,68497.19,13699.438,4327.75,16720.03172298037,130670.112,563.4,8.0,24205.38,0.4,0.6,4,4,1
CUST000076,7,44111.03,6301.575714285714,3000.0,7681.789808564272,29308.33142857143,649.5714285714286,11.285714285714286,33929.67,0.8571428571428571,0.14285714285714285,7,4,0
CUST000077,6,51251.840000000004,8541.973333333333,4445.195,10487.70646761944,39556.93,634.5,13.166666666666666,21207.12,0.5,0.5,6,3,1
CUST000078,7,176034.24999999997,25147.749999999996,2149.43,57578.89824336314,95199.91142857143,771.0,14.857142857142858,6246.4,0.8571428571428571,0.14285714285714285,6,3,4
CUST000079,6,368486.23,61414.371666666666,9910.97,126816.76137713729,148126.82833333334,617.8333333333334,14.666666666666666,32109.81,0.6666666666666666,0.3333333333333333,4,3,4
CUST000080,8,54712.22,6839.0275,2391.3,8511.132519487554,63507.2625,542.875,9.875,10577.39,0.875,0.125,7,5,0
CUST000081,8,86595.06,10824.3825,750.0,14598.197601357457,44629.011249999996,665.875,7.75,8612.7,0.625,0.375,4,3,1
CUST000082,6,259608.35,43268.058333333334,5539.43,82286.10553227329,69710.19166666667,515.0,4.5,8885.2,0.6666666666666666,0.3333333333333333,4,4,4
CUST000083,9,150285.42,16698.38,3393.43,39147.73450265961,89806.14888888889,570.2222222222222,11.0,12329.53,0.6666666666666666,0.3333333333333333,7,5,0
CUST000084,3,218743.43999999997,72914.48,9148.68,116827.875714412,31696.78,606.6666666666666,12.666666666666666,9789.0,0.3333333333333333,0.6666666666666666,2,2,1
CUST000085,8,103239.25,12904.90625,2715.025,20064.36793300426,114072.9425,624.0,11.875,38333.45,0.875,0.125,5,5,0
CUST000086,7,14638.78,2091.2542857142857,590.74,3088.2897040263624,58220.41714285715,671.1428571428571,11.571428571428571,22265.71,0.42857142857142855,0.5714285714285714,6,4,1
CUST000087,6,42880.68,7146.78,851.3299999999999,15237.02867423173,55601.71,510.5,8.666666666666666,4279.42,0.5,0.5,5,3,1
CUST000088,2,6694.32,3347.16,3347.16,2337.4687444327465,55778.785,704.0,13.5,0.0,0.5,0.5,2,1,1
CUST000089,2,23384.809999999998,11692.404999999999,11692.404999999999,7287.972816994448,75798.535,580.5,17.0,0.0,0.5,0.5,2,1,1
CUST000090,7,189320.75,27045.821428571428,4145.06,63238.34998808962,63486.57,655.5714285714286,14.0,11871.26,0.7142857142857143,0.2857142857142857,6,2,4
CUST000091,12,273886.96,22823.913333333334,2307.8199999999997,66474.61809721708,141991.67500000002,616.8333333333334,9.583333333333334,11934.519999999999,0.8333333333333334,0.16666666666666666,7,5,0
CUST000092,6,14419.310000000001,2403.2183333333337,1602.5,2213.9670342298837,209144.91333333333,589.0,13.166666666666666,10978.27,0.8333333333333334,0.16666666666666666,5,4,4
CUST000093,7,710883.19,101554.74142857142,5588.45,252973.68455211318,36477.16857142857,596.4285714285714,13.0,34237.33,0.5714285714285714,0.42857142857142855,5,5,3
CUST000094,7,48093.7,6870.528571428571,2677.72,7644.06380480616,65682.99571428572,544.4285714285714,9.571428571428571,18596.31,0.7142857142857143,0.2857142857142857,6,4,0
CUST000095,8,674915.8200000001,84364.47750000001,13094.485,145002.91857022827,146258.23124999998,530.625,12.125,13038.79,0.875,0.125,6,5,0
CUST000096,6,25179.25,4196.541666666667,2863.8999999999996,4331.8935740224115,61783.17999999999,422.8333333333333,11.5,0.0,0.8333333333333334,0.16666666666666666,4,4,4
CUST000097,6,13803.59,2300.5983333333334,1403.3400000000001,2567.53570551544,140326.86666666667,528.1666666666666,11.5,21044.800000000003,1.0,0.0,4,6,4
CUST000098,8,220211.53,27526.44125,1471.775,73397.45061833014,86161.585,622.625,15.125,5845.21,0.5,0.5,5,4,1
CUST000099,9,404581.14,44953.46,1000.0,92776.99967356106,47314.863333333335,570.6666666666666,11.777777777777779,26283.600000000002,0.5555555555555556,0.4444444444444444,7,3,0
CUST000100,8,216824.06,27103.0075,2105.23,63432.33372401711,167755.85125,595.5,15.875,21845.449999999997,0.625,0.375,6,5,0
CUST000101,8,65395.590000000004,8174.4487500000005,1492.5300000000002,17092.689014484225,37662.512500000004,782.625,10.0,11564.21,0.625,0.375,6,2,1
CUST000102,6,19305.8,3217.633333333333,1830.1399999999999,3705.1032419875514,80556.00833333335,707.6666666666666,6.333333333333333,10179.92,0.8333333333333334,0.16666666666666666,4,4,4
CUST000103,2,1831.45,915.725,915.725,1015.0588554611008,127315.815,576.5,13.0,0.0,0.5,0.5,2,2,1
CUST000104,4,7905.25,1976.3125,1328.0,1892.8249872324877,57215.9525,656.75,12.5,9101.220000000001,0.75,0.25,4,3,4
CUST000105,8,397959.67,49744.95875,7618.8099999999995,77233.09326187288,52420.899999999994,562.375,9.875,18655.97,0.5,0.5,6,5,0
CUST000106,8,29770.26,3721.2825,828.0,4355.341214996823,81756.76875,607.75,9.375,16447.67,1.0,0.0,5,5,4
CUST000107,4,56802.100000000006,14200.525000000001,7026.1900000000005,19464.244951447945,130950.54500000001,701.0,8.75,0.0,0.5,0.5,3,3,1
CUST000108,10,276527.23,27652.722999999998,3386.755,76818.3082551539,43024.682,656.7,13.6,0.0,1.0,0.0,6,5,0
CUST000109,9,42796.64,4755.182222222222,3726.98,4224.243087411572,62467.04,679.6666666666666,10.11111111111111,58587.21,0.7777777777777778,0.2222222222222222,8,3,0
CUST000110,13,1115707.48,85823.6523076923,4580.51,168960.4561251349,43952.807692307695,649.9230769230769,10.615384615384615,6150.99,0.6153846153846154,0.38461538461538464,9,4,3
CUST000111,5,7432.9400000000005,1486.5880000000002,984.68,1202.9519833808831,185522.418,636.0,12.4,14159.800000000001,0.2,0.8,4,3,1
CUST000112,8,1412777.96,176597.245,8395.385,274369.2883725097,292414.54125,479.625,10.875,6384.33,0.75,0.25,8,4,3
CUST000113,7,175025.65,25003.664285714283,11888.75,23781.552212526592,74878.69,598.5714285714286,11.857142857142858,17204.980000000003,0.5714285714285714,0.42857142857142855,6,3,1
CUST000114,8,196375.03,24546.87875,933.8699999999999,62652.56709119437,61014.795,598.625,9.625,7977.5199999999995,0.75,0.25,7,4,0
CUST000115,9,139611.18,15512.353333333333,1509.65,23599.81083188486,64412.136666666665,545.5555555555555,12.666666666666666,10180.66,0.6666666666666666,0.3333333333333333,8,4,0
CUST000116,7,58481.71,8354.53,1421.1,19361.531953208145,63948.19857142858,659.5714285714286,10.857142857142858,19745.98,0.8571428571428571,0.14285714285714285,7,4,0
CUST000117,3,18843.7,6281.233333333334,1131.53,9029.095494457535,67044.69,706.3333333333334,16.333333333333332,9706.560000000001,0.6666666666666666,0.3333333333333333,2,2,4
CUST000118,2,11570.75,5785.375,5785.375,4839.021617439831,30835.68,486.0,10.5,0.0,0.5,0.5,2,2,1
CUST000119,6,67013.18,11168.863333333333,4441.42,13289.63798921651,112819.72166666668,559.5,13.833333333333334,7856.139999999999,0.8333333333333334,0.16666666666666666,6,5,4
CUST000120,5,16761.59,3352.318,2642.72,3487.531169125231,61771.89,532.6,7.4,29080.44,0.8,0.2,5,4,4
CUST000121,9,234362.9,26040.32222222222,2425.79,69143.52230022613,133918.68555555554,628.4444444444445,9.444444444444445,17401.52,0.6666666666666666,0.3333333333333333,7,4,0
CUST000122,8,317595.07,39699.38375,5000.0,96906.613012806,19054.97875,558.375,15.75,9424.88,0.875,0.125,6,5,0
CUST000123,5,90765.01999999999,18153.003999999997,2206.08,36535.94522146689,36721.234,636.6,4.0,3545.1,0.8,0.2,5,4,4
CUST000124,3,1290.91,430.30333333333334,239.04,492.6362644318151,69420.06999999999,574.3333333333334,4.333333333333333,74323.54000000001,0.6666666666666666,0.3333333333333333,3,2,4
CUST000125,7,16550.97,2364.424285714286,1075.24,2169.626923581234,49610.51,531.1428571428571,13.142857142857142,15165.71,0.5714285714285714,0.42857142857142855,5,3,1
CUST000126,8,1417848.5,177231.0625,5470.0,485929.89698352804,38738.448749999996,638.125,9.0,17742.739999999998,0.75,0.25,5,3,3
CUST000127,9,141956.53,15772.947777777777,1671.25,42020.06127666218,320416.2255555556,598.5555555555555,13.666666666666666,18346.760000000002,0.3333333333333333,0.6666666666666666,8,5,0
CUST000128,4,192996.63,48249.1575,12230.765,80840.9648744663,174823.365,701.75,12.5,13201.439999999999,0.25,0.75,3,2,1
CUST000129,7,49357.41,7051.058571428572,4289.32,7897.140336669194,190766.92714285714,629.7142857142857,7.0,5557.92,0.2857142857142857,0.7142857142857143,6,3,1
CUST000130,4,6878.700000000001,1719.6750000000002,1736.305,1134.9214701320382,32271.83,542.5,11.25,3498.12,1.0,0.0,4,4,4
CUST000131,3,9445.51,3148.5033333333336,747.82,4727.381055344844,49204.27,533.0,18.333333333333332,0.0,0.3333333333333333,0.6666666666666666,3,3,1
CUST000132,9,1224677.06,136075.2288888889,2722.66,383559.33526326006,103693.60333333333,628.5555555555555,11.0,24127.46,0.4444444444444444,0.5555555555555556,7,5,3
CUST000133,6,62957.99,10492.998333333333,4423.33,15232.079074393507,49399.01666666666,746.1666666666666,10.166666666666666,14836.47,0.6666666666666666,0.3333333333333333,5,5,0
CUST000134,9,122070.8,13563.422222222223,2732.5,30540.97851302565,31631.934444444443,614.8888888888889,10.0,14168.27,0.7777777777777778,0.2222222222222222,7,5,0
CUST000135,6,19845.41,3307.568333333333,2738.095,3370.8759132274017,61272.495,639.1666666666666,13.0,11280.75,0.6666666666666666,0.3333333333333333,6,2,4
CUST000136,5,13494.83,2698.966,2214.85,2069.71579887916,52335.806,615.4,12.0,8675.17,0.8,0.2,4,4,4
CUST000137,8,212236.50999999998,26529.563749999998,3685.2749999999996,54870.352614115734,55870.61625,569.0,13.125,72736.15,0.875,0.125,5,3,0
CUST000138,12,29755.35,2479.6124999999997,1756.815,2575.4598061462734,84913.03083333334,620.8333333333334,11.083333333333334,17130.18,0.6666666666666666,0.3333333333333333,7,4,0
CUST000139,6,217508.04,36251.340000000004,6309.110000000001,73531.68343340686,70185.52666666667,549.8333333333334,14.166666666666666,9934.26,0.3333333333333333,0.6666666666666666,6,5,1
CUST000140,9,580862.4500000001,64540.27222222223,1904.7,176641.76528242088,105977.84555555557,643.0,11.88888888888889,4577.67,0.7777777777777778,0.2222222222222222,7,3,0
CUST000141,5,5635.58,1127.116,1000.0,295.66313471584516,120283.96,552.6,9.0,16012.849999999999,0.8,0.2,4,2,4
CUST000142,7,67489.19,9641.312857142857,3230.06,18777.961049768524,119524.73571428572,559.5714285714286,16.571428571428573,8040.2,0.5714285714285714,0.42857142857142855,4,4,1
CUST000143,3,60677.41,20225.803333333333,3967.49,31266.16827036107,243241.46,527.0,15.666666666666666,0.0,0.3333333333333333,0.6666666666666666,2,1,1
CUST000144,4,8309.17,2077.2925,1891.4299999999998,1204.1148556616183,95539.9575,682.0,3.75,0.0,0.5,0.5,4,3,1
CUST000145,2,16095.41,8047.705,8047.705,2575.6293794041876,17366.28,580.5,14.0,1707.4,1.0,0.0,2,2,4
CUST000146,6,364102.63,60683.77166666667,1626.7849999999999,145287.47429767158,74418.61166666666,514.6666666666666,13.166666666666666,5734.24,0.8333333333333334,0.16666666666666666,5,4,4
CUST000147,5,25992.46,5198.492,2067.11,8198.04387068464,81526.028,601.6,10.6,3518.06,0.6,0.4,5,4,1
CUST000148,5,181690.66,36338.132,961.1,76977.36782033644,51361.492,402.4,11.4,13421.470000000001,0.4,0.6,3,3,1
CUST000149,7,488920.71,69845.81571428572,1000.0,176964.59707281538,52497.66428571429,665.5714285714286,14.571428571428571,7809.29,0.7142857142857143,0.2857142857142857,7,4,0
CUST000150,5,45200.880000000005,9040.176000000001,890.05,14006.2835299654,148148.814,559.2,15.4,15216.66,0.6,0.4,4,5,1
CUST000151,8,77107.94,9638.4925,880.585,20694.43121162361,88570.775,626.375,11.25,14002.02,0.5,0.5,6,5,0
CUST000152,4,22876.38,5719.095,5165.885,6464.968282193398,61344.392499999994,679.0,14.75,0.0,0.75,0.25,3,1,4
CUST000153,9,57894.06,6432.673333333333,1000.0,12667.90674805234,69716.18444444444,704.3333333333334,12.555555555555555,13479.32,0.7777777777777778,0.2222222222222222,8,4,0
CUST000154,10,365278.85,36527.884999999995,6345.99,68019.64792203275,86619.86600000001,557.4,13.4,42835.55,0.7,0.3,6,4,0
CUST000155,7,106542.66,15220.380000000001,2768.13,21979.465641827297,48506.41857142857,583.5714285714286,12.714285714285714,22634.62,0.5714285714285714,0.42857142857142855,6,2,1
CUST000156,5,21128.39,4225.678,4173.15,2034.3357515833025,299182.074,769.8,7.0,9823.45,0.4,0.6,5,4,1
CUST000157,8,29912.37,3739.04625,1230.2350000000001,4179.827823439407,52483.15125,629.5,5.625,44623.59,0.75,0.25,7,6,0
CUST000158,6,138790.19,23131.698333333334,1306.835,50045.644006371396,96447.59666666668,645.0,10.5,7086.030000000001,0.5,0.5,5,3,1
CUST000159,3,13173.779999999999,4391.259999999999,3565.94,3246.2430166578715,92591.94666666667,592.0,20.0,0.0,1.0,0.0,3,1,4
CUST000160,12,29790.440000000002,2482.536666666667,754.7,3469.0202087236876,101094.14916666667,569.75,9.916666666666666,10205.75,0.75,0.25,8,3,0
CUST000161,6,59069.520000000004,9844.92,3862.6900000000005,13842.509818392042,48852.41333333333,703.8333333333334,9.0,5382.66,0.8333333333333334,0.16666666666666666,6,3,4
CUST000162,6,722724.6599999999,120454.10999999999,89618.525,100116.45526761742,73625.90166666667,533.8333333333334,6.833333333333333,11441.67,0.5,0.5,4,4,3
CUST000163,9,3354988.98,372776.55333333334,3000.0,724205.500192709,60095.82444444445,603.5555555555555,14.444444444444445,13472.58,0.4444444444444444,0.5555555555555556,8,5,3
CUST000164,9,134282.02,14920.224444444444,630.82,32153.86465954797,107175.87333333334,574.6666666666666,10.88888888888889,25942.74,0.7777777777777778,0.2222222222222222,6,2,4
CUST000165,5,22377.22,4475.444,1712.43,5275.798558126532,35734.368,651.2,7.6,7740.030000000001,0.8,0.2,5,4,4
CUST000166,8,34761.6,4345.2,1114.72,5708.831710421518,120398.74250000001,538.625,13.375,21553.34,0.875,0.125,7,6,0
CUST000167,10,562607.52,56260.752,3958.35,149474.72524186622,47336.342000000004,653.0,13.4,41908.95,0.7,0.3,8,4,0
CUST000168,7,21974.62,3139.2314285714283,872.13,5596.084847630614,218082.17428571428,591.0,6.571428571428571,21451.35,1.0,0.0,6,4,4
CUST000169,7,31308.870000000003,4472.6957142857145,1685.43,6857.867946507033,44914.469999999994,611.0,16.285714285714285,20481.739999999998,0.5714285714285714,0.42857142857142855,6,5,0
CUST000170,9,164647.0,18294.11111111111,1112.93,45289.3284605387,50784.05,525.0,8.666666666666666,39559.81,0.4444444444444444,0.5555555555555556,8,5,0
CUST000171,10,50224.810000000005,5022.481000000001,1233.825,7295.305106310877,65618.637,582.7,12.6,24496.65,0.7,0.3,7,5,0
CUST000172,5,35954.43,7190.886,5000.0,6987.651067954096,238835.702,503.2,5.2,5520.62,0.6,0.4,5,3,1
CUST000173,11,40274.350000000006,3661.304545454546,740.67,9711.369712511583,377755.07000000007,497.27272727272725,13.181818181818182,46823.7,0.7272727272727273,0.2727272727272727,8,4,0
CUST000174,7,735793.78,105113.39714285715,31508.15,125544.76261749257,50188.635714285716,599.0,15.0,39268.19,0.42857142857142855,0.5714285714285714,4,5,3
CUST000175,11,85945.61,7813.237272727273,1622.05,17534.70576405267,61000.91636363636,645.0,11.0,22858.52,0.8181818181818182,0.18181818181818182,10,6,0
CUST000176,5,95822.96,19164.592,1652.61,38861.302671158235,127764.094,590.6,12.8,21672.53,0.6,0.4,2,3,1
CUST000177,4,15502.33,3875.5825,1734.17,5348.723638585036,116557.2425,515.0,13.5,6307.0,0.5,0.5,3,2,1
CUST000178,4,432849.72,108212.43,13420.665,197795.12604129373,20552.4375,532.25,15.5,9492.26,0.75,0.25,3,3,4
CUST000179,11,208905.78000000003,18991.434545454547,2399.72,45069.86112132549,37850.35090909091,482.3636363636364,8.636363636363637,29135.47,0.7272727272727273,0.2727272727272727,8,5,0
CUST000180,3,272142.67,90714.22333333333,9783.41,144091.95905763004,33998.85999999999,474.3333333333333,19.333333333333332,0.0,1.0,0.0,3,2,4
CUST000181,2,1644.98,822.49,822.49,126.2751289842936,44528.81,739.5,4.0,0.0,0.5,0.5,2,2,1
